# Directed graph: soc-sign-Slashdot090221
# Slashdot Zoo signed social network from February 21 2009
# Nodes: 82144 Edges: 549202
# FromNodeId	ToNodeId	Sign
103	2523	1
103	2542	1
103	2555	1
103	2562	1
103	2563	1
103	2571	1
103	2577	1
103	2587	1
103	2927	1
103	3160	1
103	3526	1
103	3548	1
103	3594	1
103	3894	1
103	4096	1
103	4363	1
103	4367	1
103	4369	1
103	4375	1
103	4380	1
103	4386	1
103	4388	1
103	4562	1
103	4571	1
103	5041	1
103	5096	1
103	5202	1
103	5493	1
103	5566	1
103	5738	1
103	6871	-1
103	6945	1
103	7578	1
103	7888	1
103	7900	1
103	7946	1
103	9977	1
103	11015	1
103	11362	1
103	11722	1
103	16616	1
103	23379	1
103	24069	1
103	25168	1
103	26682	1
105	1934	1
105	8364	1
107	1886	-1
107	15591	-1
108	17	1
108	47	1
108	54	-1
108	55	1
108	98	1
108	7389	1
108	12847	1
109	47	-1
109	578	1
109	678	1
109	815	-1
109	855	-1
109	1006	1
109	1088	1
109	1110	-1
109	1125	1
109	1194	1
109	1237	1
109	1249	-1
109	1251	-1
109	1252	-1
109	1298	-1
109	1332	1
109	1355	-1
109	1360	1
109	1364	1
109	1511	-1
109	1514	-1
109	1558	1
109	1720	-1
109	1771	-1
109	1906	-1
109	2250	1
109	2418	1
109	2423	1
109	2477	-1
109	2490	-1
109	2518	-1
109	2853	-1
109	3038	-1
109	3143	-1
109	3169	1
109	3565	-1
109	3688	-1
109	3707	-1
109	3873	-1
109	4358	-1
109	4363	-1
109	4438	-1
109	4592	-1
109	4771	-1
109	4853	-1
109	4938	-1
109	4957	1
109	5132	1
109	5583	-1
109	6152	-1
109	6189	-1
109	6190	-1
109	6208	-1
109	6691	1
109	6725	1
109	6751	-1
109	6873	1
109	7370	-1
109	7471	-1
109	7794	1
109	8109	-1
109	8539	-1
109	8613	-1
109	9359	-1
109	9753	-1
109	9898	1
109	10167	-1
109	10201	-1
109	11042	-1
109	11422	1
109	11469	-1
109	11567	-1
109	11615	-1
109	11625	-1
109	11876	-1
109	12472	-1
109	12492	1
109	12591	-1
109	12760	-1
109	13528	-1
109	14588	1
109	14975	1
109	14983	-1
109	15325	-1
109	15837	1
109	15856	-1
109	16373	1
109	16651	1
109	17537	1
109	17563	-1
109	20181	-1
109	21566	1
109	22036	-1
109	22888	-1
109	23840	-1
109	24035	1
109	24323	-1
109	24505	1
109	24560	-1
109	24978	-1
109	25683	-1
109	25710	-1
109	25868	1
109	26872	-1
109	27084	1
109	27085	1
109	27086	1
109	27087	1
109	27088	1
109	27089	1
109	27090	1
109	27091	1
109	27092	1
109	27093	-1
109	27094	-1
109	27095	-1
109	27096	-1
109	27097	-1
109	27098	-1
109	27099	-1
109	27100	-1
109	27101	-1
109	27102	-1
109	27103	-1
109	27104	-1
109	27105	-1
109	27106	-1
109	27107	-1
109	27108	-1
109	27109	-1
109	27110	-1
109	27111	-1
109	27112	-1
109	27113	-1
109	27114	-1
109	27115	-1
109	27116	-1
109	27117	-1
112	81	1
112	115	1
112	175	1
112	330	1
112	478	1
112	530	1
112	630	1
112	636	1
112	641	1
112	660	1
112	662	1
112	667	1
112	871	1
112	872	1
112	893	1
112	902	1
112	911	1
112	973	1
112	1028	1
112	1060	1
112	1072	1
112	1111	1
112	1120	1
112	1152	1
112	1161	1
112	1201	1
112	1247	1
112	1266	1
112	1268	1
112	1297	1
112	1298	1
112	1346	1
112	1353	1
112	1371	1
112	1382	1
112	1393	1
112	1596	1
112	1602	1
112	1747	1
112	1782	1
112	1805	1
112	1813	1
112	2042	1
112	2049	1
112	2280	1
112	2797	1
112	3135	1
112	3248	1
112	3287	1
112	3291	1
112	3350	1
112	3352	1
112	3425	1
112	3586	1
112	3702	1
112	4066	1
112	4300	1
112	4440	1
112	4512	1
112	4842	1
112	4944	1
112	5162	1
112	5165	1
112	5191	1
112	5209	1
112	5221	1
112	5301	1
112	5356	1
112	5408	1
112	5495	1
112	5699	1
112	5813	1
112	5959	1
112	5997	1
112	6009	1
112	6050	1
112	6056	1
112	6151	1
112	6167	1
112	6169	1
112	6352	1
112	6741	1
112	7176	1
112	7215	1
112	7219	1
112	7407	1
112	7444	1
112	7736	1
112	7854	1
112	8056	1
112	8221	1
112	8329	1
112	8379	1
112	8583	1
112	8847	1
112	8883	1
112	9022	1
112	9137	1
112	9357	1
112	9473	1
112	9511	1
112	9611	1
112	9916	1
112	9941	1
112	9961	1
112	10339	1
112	10375	1
112	10401	1
112	11810	1
112	11878	1
112	12706	1
112	12834	1
112	12908	1
112	13685	1
112	13953	1
112	14146	1
112	15211	1
112	15235	1
112	15872	1
112	15921	1
112	17053	1
112	17671	1
112	18060	1
112	18596	1
112	19052	1
112	19628	1
112	22587	1
112	22681	1
112	24051	1
112	24987	1
112	25819	1
112	26572	1
112	27118	1
112	27119	1
112	27120	1
112	27121	1
112	27122	1
112	27123	1
112	27124	1
112	27125	1
112	27126	1
112	27127	1
112	27128	1
112	27129	1
112	27130	1
112	27131	1
112	27132	1
112	27133	1
112	27134	1
113	47	-1
113	52	-1
113	55	1
113	59	-1
113	168	1
113	897	-1
113	937	-1
113	1016	1
113	1928	1
113	1929	1
113	1931	-1
113	1935	-1
113	2585	1
113	2640	1
113	4096	-1
113	5169	-1
113	5789	1
113	5887	1
113	11232	-1
113	12172	-1
113	12263	1
113	13182	-1
113	14320	1
113	22360	1
113	24288	1
113	25197	-1
113	27135	1
113	27136	-1
114	9	1
114	47	1
118	0	1
118	3	1
118	8	1
118	9	1
118	17	1
118	47	1
118	48	1
118	49	1
118	50	1
118	55	1
118	114	1
118	125	1
118	134	1
118	937	-1
118	943	1
118	952	1
118	6681	1
118	6682	-1
118	6683	-1
119	191	1
119	907	1
119	973	1
119	1031	1
119	1079	1
119	1180	1
119	1291	1
119	2170	1
119	3041	1
119	3534	1
119	5639	1
119	11469	1
119	11717	1
119	12364	1
119	14173	1
119	14925	1
119	18484	1
119	19384	1
119	27137	1
119	27138	1
119	27139	1
119	27140	1
119	27141	1
119	27142	1
120	760	1
120	1293	1
120	6589	1
120	11211	-1
120	12282	1
120	27143	-1
123	17	1
123	31	1
123	47	1
123	55	1
123	97	1
123	98	1
123	636	1
123	744	1
123	758	1
123	1395	1
123	1465	1
123	2624	1
123	2813	1
123	3466	1
123	4152	1
123	4187	1
123	4233	1
123	4976	1
123	4990	1
123	5630	1
123	6434	1
123	7588	1
123	7721	-1
123	8037	1
123	9449	1
123	9941	1
123	10593	1
123	22806	1
123	23883	1
123	24935	1
123	24936	1
123	24937	1
128	8	1
128	17	1
128	47	1
128	49	1
128	52	1
128	54	1
128	55	1
128	58	1
128	108	1
128	129	1
128	130	1
128	131	1
128	132	1
128	133	1
128	134	1
128	135	1
128	136	1
128	137	1
128	138	1
128	139	1
128	140	1
128	141	1
128	142	1
130	8	1
134	8	1
134	9	1
134	47	1
134	49	1
134	55	1
134	58	1
134	118	1
134	4873	1
134	7540	1
134	16508	1
134	19759	1
134	21342	1
134	21343	1
135	47	1
135	128	1
140	17	1
140	47	1
140	55	1
141	128	1
142	8	1
142	17	1
142	47	1
142	52	1
142	84	1
142	22283	1
143	17	1
143	36	1
143	147	1
143	1958	1
143	3800	-1
143	4092	1
143	6439	1
143	7057	1
143	23977	1
143	27759	1
143	27760	1
144	0	1
144	9	1
144	17	1
144	47	1
144	48	1
144	52	1
144	55	1
144	83	-1
144	94	-1
144	113	-1
144	125	-1
144	142	1
144	168	-1
144	277	-1
144	286	-1
144	622	-1
144	937	-1
144	999	-1
144	1702	-1
144	1815	-1
144	1877	-1
144	1890	-1
144	1926	-1
144	1930	-1
144	1934	-1
144	1950	-1
144	2534	-1
144	2536	-1
144	2542	1
144	2596	1
144	2597	1
144	2598	1
144	2599	1
144	2600	1
144	2601	1
144	2602	1
144	2603	1
144	2604	1
144	2605	1
144	2606	1
144	2607	1
144	2608	1
144	2609	1
144	2610	1
144	2611	1
144	2612	1
144	2613	1
144	2614	1
144	2615	-1
144	2616	-1
144	2617	-1
144	2618	-1
144	2619	-1
144	2620	-1
144	2621	-1
144	2622	-1
144	2623	-1
144	2624	-1
144	2625	-1
144	2626	-1
144	2627	-1
144	2628	-1
144	2629	-1
144	2630	-1
144	2631	-1
144	2632	-1
144	2633	-1
144	2634	-1
144	2635	-1
144	2636	-1
144	2637	-1
144	2638	-1
144	2639	-1
144	2640	-1
144	2641	-1
144	2642	-1
144	2643	-1
144	2644	-1
144	2645	-1
144	2646	-1
144	2647	-1
144	2648	-1
144	2649	-1
144	2650	-1
144	2651	-1
144	2652	-1
144	2653	-1
144	2654	-1
144	2655	-1
144	2656	-1
144	2657	-1
144	2658	-1
144	2659	-1
144	2660	-1
144	2661	-1
144	2662	-1
144	2663	-1
144	2664	-1
144	2665	-1
144	2666	-1
144	2667	-1
144	2668	-1
144	2669	-1
144	2670	-1
144	2671	-1
144	2672	-1
144	2673	-1
144	2674	-1
144	2675	-1
144	2676	-1
144	2677	-1
144	2678	-1
144	2679	-1
144	2680	-1
144	2681	-1
144	2682	-1
144	2683	-1
144	2684	-1
144	2685	-1
144	2686	-1
144	2687	-1
144	2688	-1
144	2689	-1
144	2690	-1
144	2691	-1
144	2692	-1
144	2693	-1
144	2694	-1
144	2695	-1
144	2696	-1
144	2697	-1
144	2698	-1
144	2699	-1
144	2700	-1
144	2701	-1
144	2702	-1
144	2703	-1
144	2704	-1
144	2705	-1
144	2706	-1
144	2707	-1
144	2708	-1
144	2709	-1
144	2710	-1
144	2711	-1
144	2712	-1
144	2713	-1
145	17	1
145	4085	1
145	27761	1
146	17	1
146	47	1
146	55	1
146	58	1
147	17	1
147	36	1
147	143	1
148	47	1
148	54	1
148	67	1
148	80	1
148	149	1
148	150	1
148	151	1
148	152	1
148	153	1
148	154	1
148	155	1
148	156	1
148	157	1
148	158	1
148	159	1
148	160	1
148	161	1
148	162	1
148	163	1
148	164	1
148	165	1
148	166	1
148	167	1
148	168	1
148	169	1
148	170	1
148	171	1
148	172	1
148	173	1
148	174	1
148	175	1
148	176	-1
148	177	-1
148	178	-1
149	41	1
149	47	1
149	52	1
149	58	1
149	59	1
149	62	1
149	80	1
149	112	1
149	127	1
149	170	1
149	197	1
149	258	1
149	330	1
149	354	1
149	432	1
149	487	1
149	501	1
149	599	1
149	636	1
149	658	1
149	660	1
149	670	1
149	703	1
149	741	1
149	760	1
149	871	1
149	922	1
149	923	1
149	949	1
149	973	1
149	993	1
149	995	1
149	1002	1
149	1088	1
149	1107	1
149	1110	1
149	1120	1
149	1125	1
149	1128	1
149	1138	1
149	1157	1
149	1173	1
149	1183	1
149	1191	1
149	1238	1
149	1239	1
149	1252	1
149	1268	1
149	1269	1
149	1289	1
149	1298	1
149	1304	1
149	1382	1
149	1387	1
149	1397	1
149	1403	1
149	1498	1
149	1528	1
149	1544	1
149	1569	1
149	1604	1
149	1662	1
149	1695	1
149	1701	1
149	1736	1
149	1752	1
149	1808	1
149	1813	1
149	1862	1
149	1956	1
149	2033	1
149	2049	1
149	2060	1
149	2079	1
149	2146	1
149	2220	1
149	2280	1
149	2364	1
149	2423	1
149	2434	1
149	2453	1
149	2458	1
149	2477	1
149	2537	1
149	2550	1
149	2583	1
149	2586	1
149	2633	1
149	2731	1
149	2786	1
149	2872	1
149	2961	1
149	3027	1
149	3042	1
149	3123	1
149	3137	1
149	3154	1
149	3184	1
149	3253	1
149	3455	1
149	3486	1
149	3564	1
149	3702	1
149	3748	1
149	3785	1
149	3824	1
149	3868	1
149	3871	1
149	4048	1
149	4164	1
149	4184	1
149	4196	1
149	4215	1
149	4258	1
149	4358	1
149	4616	1
149	4755	1
149	4826	1
149	4842	1
149	4846	1
149	4901	1
149	4919	1
149	4968	1
149	4976	1
149	5106	1
149	5390	1
149	5443	1
149	5495	1
149	5574	1
149	5591	1
149	5699	1
149	5871	1
149	5901	1
149	5912	1
149	5916	1
149	5971	1
149	5983	1
149	5997	1
149	6179	1
149	6211	1
149	6283	1
149	6352	1
149	6546	1
149	6693	1
149	6988	1
149	7130	1
149	7169	1
149	7176	1
149	7195	1
149	7202	1
149	7572	1
149	7693	1
149	7723	1
149	7757	1
149	7793	1
149	7812	1
149	7858	1
149	7897	1
149	8045	1
149	8713	1
149	9035	1
149	9127	1
149	9354	1
149	9367	1
149	9473	1
149	9588	1
149	10108	1
149	10217	1
149	10569	1
149	10635	1
149	11280	1
149	11447	1
149	11470	1
149	11610	1
149	11853	1
149	12041	1
149	12164	1
149	12480	-1
149	12562	1
149	12581	1
149	13056	1
149	13211	-1
149	13654	1
149	14040	1
149	14427	1
149	15157	1
149	15181	1
149	15188	1
149	15678	1
149	15838	1
149	15950	1
149	16102	1
149	16225	1
149	16333	1
149	16487	1
149	16620	1
149	17022	1
149	17064	1
149	17095	1
149	17132	1
149	17222	1
149	17257	1
149	18377	-1
149	18484	1
149	18861	1
149	18878	1
149	18964	1
149	19249	1
149	19492	1
149	20143	1
149	20333	1
149	20447	1
149	20604	1
149	21259	1
149	21528	1
149	21732	1
149	22031	1
149	22066	1
149	22195	1
149	22338	1
149	22707	1
149	23046	1
149	23047	1
149	23048	1
149	23049	1
149	23050	1
149	23051	1
149	23052	1
149	23053	1
149	23054	1
149	23055	1
149	23056	1
149	23057	1
149	23058	1
149	23059	1
149	23060	1
149	23061	1
149	23062	1
149	23063	1
149	23064	1
149	23065	1
149	23066	1
149	23067	1
149	23068	1
149	23069	1
149	23070	1
149	23071	1
149	23072	1
149	23073	1
149	23074	1
149	23075	1
149	23076	1
149	23077	1
149	23078	1
149	23079	1
149	23080	1
149	23081	1
149	23082	1
149	23083	1
149	23084	1
149	23085	1
149	23086	1
149	23087	1
149	23088	1
149	23089	1
149	23090	1
150	80	1
150	18357	1
150	22503	1
150	22674	1
150	28573	1
150	28574	1
151	15	1
151	79	-1
151	94	1
151	107	-1
151	148	1
151	170	-1
151	172	1
151	176	-1
151	197	1
151	216	-1
151	313	1
151	509	1
151	530	1
151	621	-1
151	636	1
151	641	1
151	672	1
151	673	1
151	678	-1
151	679	-1
151	747	-1
151	752	1
151	757	1
151	841	1
151	850	-1
151	929	-1
151	940	1
151	949	1
151	963	1
151	989	1
151	994	1
151	1005	-1
151	1076	1
151	1092	1
151	1093	-1
151	1103	-1
151	1114	1
151	1140	1
151	1165	1
151	1219	1
151	1220	-1
151	1247	1
151	1251	1
151	1274	1
151	1311	1
151	1348	-1
151	1359	1
151	1452	-1
151	1485	-1
151	1589	-1
151	1625	-1
151	1664	-1
151	1702	1
151	1721	1
151	1723	1
151	1829	1
151	1830	-1
151	1835	1
151	1858	1
151	1893	-1
151	1953	-1
151	2013	-1
151	2045	-1
151	2065	1
151	2079	1
151	2200	1
151	2205	-1
151	2208	-1
151	2284	1
151	2376	1
151	2415	-1
151	2418	-1
151	2557	1
151	2727	-1
151	2803	1
151	2825	1
151	2829	1
151	2914	1
151	3049	1
151	3075	1
151	3086	1
151	3110	1
151	3161	1
151	3173	1
151	3239	1
151	3247	1
151	3251	-1
151	3264	1
151	3287	-1
151	3288	1
151	3295	1
151	3438	1
151	3444	1
151	3455	-1
151	3536	1
151	3584	1
151	3640	-1
151	3684	1
151	3731	1
151	3785	1
151	3887	1
151	4199	-1
151	4458	1
151	4708	-1
151	4793	-1
151	4976	1
151	5160	1
151	5162	1
151	5310	-1
151	5331	-1
151	5363	-1
151	5413	1
151	5563	1
151	5568	1
151	5591	1
151	5607	1
151	5645	1
151	5688	-1
151	5801	-1
151	5959	1
151	6026	1
151	6158	-1
151	6208	-1
151	6218	1
151	6230	-1
151	6288	1
151	6319	1
151	6477	1
151	6854	1
151	7023	1
151	7085	1
151	7459	1
151	7671	-1
151	7742	1
151	7995	1
151	8515	-1
151	8996	-1
151	9134	1
151	9323	1
151	10194	1
151	10517	1
151	10595	-1
151	10706	1
151	11240	1
151	11311	1
151	11368	-1
151	11802	-1
151	11973	1
151	12503	1
151	12699	1
151	13306	1
151	13644	1
151	13985	1
151	15045	1
151	15062	1
151	16112	1
151	16426	1
151	16448	1
151	16689	1
151	16723	-1
151	17004	1
151	17070	-1
151	17608	1
151	17785	-1
151	17874	1
151	18173	1
151	18174	1
151	18515	-1
151	18946	1
151	19089	-1
151	19387	1
151	19787	1
151	20528	-1
151	22572	1
151	22656	1
151	22689	-1
151	23096	1
151	24715	-1
151	26676	1
151	27023	1
151	27991	-1
151	28073	-1
151	28575	1
151	28576	1
151	28577	1
151	28578	1
151	28579	1
151	28580	1
151	28581	1
151	28582	1
151	28583	1
151	28584	1
151	28585	1
151	28586	1
151	28587	1
151	28588	1
151	28589	1
151	28590	1
151	28591	1
151	28592	-1
151	28593	-1
151	28594	-1
151	28595	-1
153	911	-1
155	148	1
157	148	1
157	156	1
158	148	1
158	683	1
158	734	1
158	819	1
158	930	1
158	989	1
158	1507	1
158	1625	1
158	1723	1
158	1860	1
158	3285	1
158	3532	1
158	3588	1
158	3785	1
158	4441	1
158	4471	1
158	5161	1
158	5209	1
158	5400	1
158	5466	1
158	6105	1
158	6610	1
158	6695	1
158	7407	1
158	8412	1
158	9742	1
158	11072	1
158	12256	1
158	12445	1
158	16027	1
158	20298	1
158	21843	1
158	23046	1
158	24941	1
158	26172	1
158	26815	1
158	28596	1
158	28597	1
158	28598	1
158	28599	1
158	28600	1
158	28601	1
158	28602	1
158	28603	1
158	28604	1
158	28605	1
158	28606	1
158	28607	1
158	28608	1
159	8	1
159	17	1
159	47	1
159	56	1
159	59	1
159	67	1
159	70	1
159	76	1
159	79	1
159	80	1
159	83	1
159	87	1
159	88	1
159	92	1
159	101	1
159	103	1
159	148	1
159	197	1
159	258	1
159	530	1
159	640	1
159	657	1
159	807	1
159	811	1
159	813	1
159	846	1
159	860	1
159	862	1
159	887	-1
159	908	1
159	922	1
159	973	1
159	976	1
159	982	1
159	1000	1
159	1032	1
159	1034	1
159	1035	1
159	1042	1
159	1055	1
159	1070	1
159	1087	1
159	1093	1
159	1111	1
159	1133	1
159	1136	1
159	1144	1
159	1146	1
159	1159	1
159	1165	1
159	1176	1
159	1183	1
159	1192	1
159	1203	1
159	1213	1
159	1223	1
159	1287	1
159	1350	1
159	1353	1
159	1374	1
159	1536	1
159	1843	1
159	2102	1
159	2166	1
159	2172	1
159	2200	1
159	2267	1
159	2488	1
159	2505	1
159	2515	1
159	2528	1
159	2529	1
159	2533	1
159	2541	1
159	2555	1
159	2562	1
159	2563	1
159	2571	1
159	2573	1
159	2576	1
159	2577	1
159	2579	1
159	2583	1
159	2592	1
159	2593	1
159	2930	1
159	2944	1
159	3894	1
159	3952	1
159	4355	1
159	4384	1
159	4386	1
159	4833	1
159	5111	1
159	5214	1
159	5226	1
159	6638	1
159	6829	1
159	7848	1
159	7887	1
159	9849	1
159	9968	1
159	11690	1
159	11691	1
159	11692	1
159	11693	1
159	11694	1
159	11695	1
159	11696	1
159	11697	1
159	11698	1
160	148	1
160	3884	1
160	9578	1
161	31	1
161	41	1
161	100	1
161	172	1
161	176	-1
161	308	1
161	460	1
161	636	1
161	660	1
161	672	1
161	674	1
161	683	-1
161	733	1
161	757	1
161	761	-1
161	815	1
161	874	1
161	938	1
161	1125	1
161	1138	1
161	1187	1
161	1212	1
161	1485	-1
161	1514	-1
161	1893	-1
161	1913	1
161	1953	-1
161	2089	-1
161	2277	1
161	2306	1
161	2423	1
161	2455	1
161	2518	-1
161	2715	1
161	2767	1
161	2817	1
161	3026	1
161	3135	1
161	3230	1
161	3295	1
161	3611	1
161	3753	1
161	3879	1
161	3890	-1
161	3912	1
161	4003	1
161	4101	1
161	4643	1
161	4722	1
161	4786	1
161	4930	1
161	4987	1
161	5021	-1
161	5170	-1
161	5185	1
161	5300	1
161	5363	-1
161	5559	-1
161	5591	1
161	5607	1
161	5618	1
161	5766	-1
161	5923	1
161	6532	1
161	6848	1
161	6915	-1
161	7203	-1
161	7226	-1
161	7723	1
161	7813	1
161	7837	1
161	8340	1
161	8615	-1
161	8702	-1
161	10200	1
161	11294	-1
161	11585	1
161	12716	-1
161	13306	1
161	14216	1
161	14703	1
161	14738	1
161	16600	-1
161	17354	1
161	19191	1
161	19361	-1
161	20839	1
161	21192	1
161	21205	1
161	22338	1
161	22345	1
161	23001	1
161	23404	1
161	25353	1
161	25774	1
161	27284	1
161	27375	-1
161	28444	-1
161	28609	1
161	28610	1
161	28611	1
161	28612	1
161	28613	1
161	28614	1
161	28615	1
161	28616	1
161	28617	-1
161	28618	-1
161	28619	-1
161	28620	-1
161	28621	-1
161	28622	-1
161	28623	-1
161	28624	-1
161	28625	-1
162	47	1
162	62	1
162	66	1
162	67	1
162	92	1
162	148	1
162	665	1
162	701	1
162	734	1
162	930	1
162	1017	1
162	1035	1
162	1150	1
162	1161	1
162	1177	1
162	1223	1
162	1226	1
162	1812	1
162	1864	1
162	2065	1
162	2079	1
162	2115	1
162	2168	1
162	2510	1
162	2571	1
162	2573	1
162	2628	1
162	2767	1
162	2905	1
162	3059	1
162	3152	1
162	3264	1
162	3485	1
162	3503	1
162	3678	1
162	4349	1
162	4375	1
162	4994	1
162	4999	1
162	5313	1
162	5343	1
162	5575	1
162	5959	1
162	5995	1
162	6611	1
162	7415	1
162	7969	1
162	8001	1
162	8482	1
162	8679	1
162	9419	1
162	9960	1
162	9975	1
162	10802	1
162	11309	1
162	12848	1
162	15982	1
162	16064	1
162	16937	1
162	18118	1
162	18119	1
162	18120	1
162	18121	1
162	18122	1
162	18123	1
162	18124	1
162	18125	1
162	18126	1
162	18127	1
162	18128	1
162	18129	1
162	18130	1
162	18131	1
162	18132	1
164	59	-1
164	62	1
164	90	-1
164	1838	1
164	2120	-1
164	2412	1
164	2987	-1
164	3491	1
164	4098	-1
164	5395	-1
164	6302	1
164	7644	-1
164	8701	-1
164	28626	1
164	28627	1
164	28628	1
165	148	1
165	7914	1
165	28629	1
168	70	1
168	79	1
168	89	1
168	107	1
168	113	1
168	125	1
168	148	1
168	616	1
168	937	-1
168	949	1
168	957	1
168	1035	1
168	1066	1
168	1153	1
168	1447	1
168	1552	1
168	1849	1
168	1877	1
168	1934	1
168	1935	-1
168	1939	1
168	2080	-1
168	2108	1
168	2415	1
168	3657	1
168	3884	1
168	4693	1
168	6015	1
168	6919	1
168	8364	1
168	11045	1
168	11256	-1
168	12157	1
168	18275	1
168	28630	1
169	31	1
169	41	1
169	148	1
169	161	1
169	182	-1
169	308	1
169	367	1
169	531	1
169	550	1
169	629	-1
169	636	1
169	724	1
169	747	1
169	801	1
169	881	1
169	906	1
169	919	1
169	938	-1
169	940	1
169	1052	1
169	1174	1
169	1212	1
169	1220	1
169	1222	1
169	1332	1
169	1344	1
169	1360	1
169	1382	1
169	1426	1
169	1522	1
169	1590	1
169	1651	-1
169	1701	1
169	1707	1
169	1711	1
169	1718	1
169	1810	1
169	1960	1
169	1997	1
169	2023	-1
169	2049	1
169	2057	1
169	2215	1
169	2234	1
169	2238	1
169	2251	1
169	2303	1
169	2361	1
169	2487	1
169	2519	1
169	2547	1
169	2639	1
169	2753	1
169	2764	-1
169	2767	1
169	2771	1
169	2784	1
169	2808	1
169	2853	1
169	2866	-1
169	2870	1
169	2886	1
169	2894	1
169	3046	-1
169	3049	1
169	3085	1
169	3115	1
169	3160	1
169	3180	1
169	3197	1
169	3217	1
169	3218	1
169	3269	1
169	3324	1
169	3338	1
169	3349	1
169	3510	1
169	3518	1
169	3579	1
169	3581	1
169	3628	1
169	3785	1
169	3932	1
169	3958	1
169	4047	1
169	4053	1
169	4056	1
169	4181	1
169	4207	1
169	4319	1
169	4738	1
169	4759	1
169	4904	1
169	4908	1
169	4941	1
169	4966	1
169	4982	1
169	5076	1
169	5151	1
169	5162	1
169	5320	1
169	5334	1
169	5467	1
169	5526	1
169	5625	1
169	5641	1
169	5909	1
169	5959	1
169	6067	1
169	6122	1
169	6167	1
169	6197	1
169	6215	1
169	6288	-1
169	6372	1
169	6606	1
169	6734	1
169	7129	1
169	7244	1
169	7336	1
169	7785	1
169	7916	1
169	8049	1
169	8221	1
169	8477	1
169	8501	1
169	8527	1
169	8766	1
169	8775	1
169	9248	1
169	9359	1
169	9496	1
169	9642	1
169	9695	1
169	9916	1
169	10132	1
169	10291	1
169	10418	1
169	10485	1
169	10492	1
169	10628	1
169	10654	1
169	10743	1
169	11144	1
169	11275	1
169	11359	1
169	11676	1
169	11851	1
169	11936	1
169	12565	1
169	13526	1
169	13801	1
169	13987	1
169	15089	1
169	15321	1
169	15968	1
169	16127	1
169	16131	1
169	16402	1
169	16526	1
169	16752	1
169	16925	-1
169	17530	-1
169	17577	1
169	17671	1
169	17787	1
169	17957	1
169	17983	1
169	17991	1
169	18061	1
169	18096	1
169	18571	1
169	18987	1
169	19288	1
169	19699	1
169	20284	1
169	20672	1
169	20975	1
169	21151	1
169	21418	1
169	22241	1
169	23180	1
169	23607	1
169	23793	1
169	23821	1
169	23914	1
169	24470	1
169	25700	1
169	25924	1
169	25936	1
169	27168	1
169	27843	1
169	27883	1
169	27974	1
169	28220	1
169	28631	1
169	28632	1
169	28633	1
169	28634	1
169	28635	1
169	28636	1
169	28637	1
169	28638	1
169	28639	1
169	28640	1
169	28641	1
169	28642	1
169	28643	1
169	28644	1
169	28645	1
169	28646	1
169	28647	1
169	28648	1
169	28649	1
169	28650	1
169	28651	1
169	28652	1
169	28653	1
169	28654	1
169	28655	1
169	28656	1
169	28657	1
169	28658	1
169	28659	1
169	28660	1
169	28661	1
169	28662	1
169	28663	1
169	28664	1
169	28665	1
169	28666	1
169	28667	1
169	28668	1
169	28669	-1
169	28670	-1
169	28671	-1
169	28672	-1
169	28673	-1
170	1	1
170	83	1
170	614	1
170	616	1
170	672	1
170	678	1
170	711	1
170	1050	1
170	1079	1
170	1083	1
170	1093	1
170	1110	1
170	1126	1
170	1140	1
170	1161	1
170	1306	1
170	1514	1
170	1526	1
170	1607	1
170	1617	1
170	1729	1
170	1865	1
170	2100	1
170	2135	1
170	2168	1
170	2288	1
170	2493	1
170	2541	1
170	2566	1
170	2645	1
170	2898	1
170	2995	1
170	3386	1
170	3716	1
170	3743	1
170	3766	1
170	3877	1
170	4349	1
170	4363	1
170	4365	1
170	4370	1
170	4662	1
170	4986	1
170	5010	1
170	5052	1
170	5260	1
170	5270	1
170	5285	1
170	5287	1
170	5301	1
170	5356	1
170	5395	1
170	5407	1
170	5568	1
170	5656	1
170	5803	1
170	5853	1
170	6056	1
170	6235	1
170	6773	1
170	6775	1
170	6834	1
170	6874	1
170	6908	1
170	7018	1
170	7061	1
170	7063	1
170	7191	1
170	7560	1
170	7753	1
170	8356	1
170	8388	1
170	8526	1
170	8704	1
170	9625	1
170	9637	1
170	9941	1
170	10033	1
170	10242	1
170	11225	1
170	11258	1
170	11260	1
170	11369	1
170	11905	1
170	12791	1
170	13022	1
170	13111	1
170	13740	1
170	14195	1
170	14682	1
170	14840	1
170	14846	1
170	14871	1
170	14976	1
170	14983	1
170	15922	1
170	15986	1
170	16001	1
170	16037	1
170	16228	1
170	16280	1
170	16585	1
170	16750	1
170	16825	1
170	17021	1
170	17024	1
170	17091	1
170	17175	1
170	17679	1
170	18080	1
170	18140	1
170	18232	1
170	18277	1
170	18667	1
170	18800	1
170	18910	1
170	20082	1
170	20239	1
170	20579	1
170	20657	1
170	20821	1
170	22530	1
170	22633	1
170	23156	1
170	23609	1
170	23839	1
170	23840	1
170	23876	1
170	23897	1
170	23904	1
170	24653	1
170	24984	1
170	25018	1
170	26494	1
170	27211	1
170	27317	1
170	27318	1
170	27319	1
170	27323	1
170	27410	1
170	27443	1
170	27804	1
170	28239	1
170	28384	1
170	28448	1
170	28674	1
170	28675	1
170	28676	1
170	28677	1
170	28678	1
170	28679	1
170	28680	1
170	28681	1
170	28682	1
170	28683	1
170	28684	1
